0.3,2,4.967406151080062
0.3,4,3.7217587952533533
0.3,6,2.9836213935597637
0.3,8,2.5356871325805783
0.3,10,1.948792648712572
0.3,20,1.068929400732021
0.3,50,0.31622171792333464
0.3,100,0.16619923369174774
0.3,120,0.16785916068135273
0.6,2,5.0355484592674875
0.6,4,3.6305646844030015
0.6,6,2.865692094996123
0.6,8,2.247597152419866
0.6,10,1.698585767693561
0.6,20,0.585824173430402
0.6,50,0.1217561714617879
0.6,100,0.06691446517671255
0.6,120,0.051782058125108686
0.99,2,5.437248775118467
0.99,4,4.1661950895062185
0.99,6,3.0038431660026177
0.99,8,2.2041407231697185
0.99,10,1.6230943747379185
0.99,20,0.4602852443098882
0.99,50,0.09137056006730432
0.99,100,0.030987206884605305
0.99,120,0.021971328974151362
